timestamp,open,high,low,close,volume,symbol,interval,source
2026-03-04 23:00:00+00:00,657.22,660.05,656.35,658.09,575178.34,BNBUSD,1h,cryptocompare
2026-03-05 00:00:00+00:00,658.09,658.99,657.25,657.98,295661.21,BNBUSD,1h,cryptocompare
2026-03-05 01:00:00+00:00,657.98,656.34,653.29,653.36,491989.21,BNBUSD,1h,cryptocompare
2026-03-05 02:00:00+00:00,653.36,654.56,652.96,654.27,507478.21,BNBUSD,1h,cryptocompare
2026-03-05 03:00:00+00:00,654.27,654.71,652.75,654.57,371524.86,BNBUSD,1h,cryptocompare
2026-03-05 04:00:00+00:00,654.57,657.83,654.99,655.65,349269.56,BNBUSD,1h,cryptocompare
2026-03-05 05:00:00+00:00,655.65,654.06,651.31,653.34,459268.64,BNBUSD,1h,cryptocompare
2026-03-05 06:00:00+00:00,653.34,655.89,653.49,654.51,373737.66,BNBUSD,1h,cryptocompare
2026-03-05 07:00:00+00:00,654.51,651.79,649.06,650.5,403438.21,BNBUSD,1h,cryptocompare
2026-03-05 08:00:00+00:00,650.39,657.12,652.68,652.89,287289.83,BNBUSD,1h,cryptocompare
2026-03-05 09:00:00+00:00,652.72,656.84,652.62,655.94,126560.88,BNBUSD,1h,cryptocompare
2026-03-05 10:00:00+00:00,656.15,664.76,662.05,663.88,746795.43,BNBUSD,1h,cryptocompare
2026-03-05 11:00:00+00:00,664.16,664.29,659.06,659.23,156080.72,BNBUSD,1h,cryptocompare
2026-03-05 12:00:00+00:00,659.28,660.19,656.54,660.04,558355.86,BNBUSD,1h,cryptocompare
2026-03-05 13:00:00+00:00,660.04,657.54,655.43,657.54,423229.52,BNBUSD,1h,cryptocompare
2026-03-05 14:00:00+00:00,657.54,658.86,655.81,656.76,662608.71,BNBUSD,1h,cryptocompare
2026-03-05 15:00:00+00:00,656.76,654.1,647.36,653.16,1264642.75,BNBUSD,1h,cryptocompare
2026-03-05 16:00:00+00:00,653.16,653.49,649.99,652.7,932445.6,BNBUSD,1h,cryptocompare
2026-03-05 17:00:00+00:00,652.89,654.23,646.94,647.65,395056.93,BNBUSD,1h,cryptocompare
2026-03-05 18:00:00+00:00,647.45,650.49,648.01,650.14,436385.29,BNBUSD,1h,cryptocompare
2026-03-05 19:00:00+00:00,650.21,653.26,648.28,648.67,222067.85,BNBUSD,1h,cryptocompare
2026-03-05 20:00:00+00:00,648.62,654.71,649.69,650.94,207924.06,BNBUSD,1h,cryptocompare
