timestamp,open,high,low,close,volume,symbol,interval,source
2026-03-04 23:00:00+00:00,91.35,91.44,90.32,90.89,12366053.08,SOLUSD,1h,cryptocompare
2026-03-05 00:00:00+00:00,90.89,91.4,90.78,90.82,8410376.97,SOLUSD,1h,cryptocompare
2026-03-05 01:00:00+00:00,90.82,91.44,89.79,90.01,16412671.5,SOLUSD,1h,cryptocompare
2026-03-05 02:00:00+00:00,90.01,90.7,89.99,90.23,9702735.58,SOLUSD,1h,cryptocompare
2026-03-05 03:00:00+00:00,90.23,90.54,89.65,90.04,9446988.08,SOLUSD,1h,cryptocompare
2026-03-05 04:00:00+00:00,90.04,90.75,89.92,90.41,6553102.09,SOLUSD,1h,cryptocompare
2026-03-05 05:00:00+00:00,90.41,90.65,90.06,90.19,4898501.38,SOLUSD,1h,cryptocompare
2026-03-05 06:00:00+00:00,90.19,91.0,89.71,90.88,6039210.6,SOLUSD,1h,cryptocompare
2026-03-05 07:00:00+00:00,90.88,91.32,89.75,90.19,5517400.78,SOLUSD,1h,cryptocompare
2026-03-05 08:00:00+00:00,90.19,90.73,89.7,90.66,6560312.08,SOLUSD,1h,cryptocompare
2026-03-05 09:00:00+00:00,90.66,91.93,90.62,91.19,9918029.53,SOLUSD,1h,cryptocompare
2026-03-05 10:00:00+00:00,91.19,92.98,91.03,92.67,14295888.64,SOLUSD,1h,cryptocompare
2026-03-05 11:00:00+00:00,92.67,92.77,91.65,91.84,7759733.28,SOLUSD,1h,cryptocompare
2026-03-05 12:00:00+00:00,91.84,92.22,91.34,92.02,6797421.41,SOLUSD,1h,cryptocompare
2026-03-05 13:00:00+00:00,92.02,92.08,90.45,90.85,14034984.89,SOLUSD,1h,cryptocompare
2026-03-05 14:00:00+00:00,90.85,91.5,89.86,91.02,23929427.98,SOLUSD,1h,cryptocompare
2026-03-05 15:00:00+00:00,91.02,91.17,88.83,89.62,26332530.59,SOLUSD,1h,cryptocompare
2026-03-05 16:00:00+00:00,89.62,89.64,87.93,88.98,23615625.12,SOLUSD,1h,cryptocompare
2026-03-05 17:00:00+00:00,88.98,89.42,87.94,88.13,18054422.03,SOLUSD,1h,cryptocompare
2026-03-05 18:00:00+00:00,88.13,88.9,88.03,88.82,7453303.93,SOLUSD,1h,cryptocompare
2026-03-05 19:00:00+00:00,88.82,89.39,88.67,88.75,6852423.67,SOLUSD,1h,cryptocompare
