timestamp,open,high,low,close,volume,symbol,interval,source
2026-01-07 05:00:00+00:00,910.55,915.08,910.15,912.65,4586146.39,BNBUSDT,1h,cryptocompare
2026-01-07 06:00:00+00:00,912.65,916.99,912.41,914.17,6933254.6,BNBUSDT,1h,cryptocompare
2026-01-07 07:00:00+00:00,914.17,918.98,914.17,918.8,8221519.21,BNBUSDT,1h,cryptocompare
2026-01-07 08:00:00+00:00,918.8,920.29,915.51,917.54,16606742.65,BNBUSDT,1h,cryptocompare
2026-01-07 09:00:00+00:00,917.54,918.08,909.06,910.21,16961624.72,BNBUSDT,1h,cryptocompare
2026-01-07 10:00:00+00:00,910.21,911.97,908.24,910.82,22672197.14,BNBUSDT,1h,cryptocompare
2026-01-07 11:00:00+00:00,910.82,912.82,909.72,910.53,8779339.91,BNBUSDT,1h,cryptocompare
2026-01-07 12:00:00+00:00,910.53,910.99,905.13,905.15,6922000.33,BNBUSDT,1h,cryptocompare
2026-01-07 13:00:00+00:00,905.15,907.61,902.64,904.31,7369922.88,BNBUSDT,1h,cryptocompare
2026-01-07 14:00:00+00:00,904.31,905.29,898.37,903.72,13180851.11,BNBUSDT,1h,cryptocompare
2026-01-07 15:00:00+00:00,903.72,903.89,895.3,899.48,10244789.09,BNBUSDT,1h,cryptocompare
2026-01-07 16:00:00+00:00,899.48,901.71,897.55,898.69,4796009.55,BNBUSDT,1h,cryptocompare
2026-01-07 17:00:00+00:00,898.69,901.99,896.58,897.7,3700653.3,BNBUSDT,1h,cryptocompare
2026-01-07 18:00:00+00:00,897.7,899.73,895.37,896.74,3443343.8,BNBUSDT,1h,cryptocompare
2026-01-07 19:00:00+00:00,896.74,898.47,892.68,897.13,5799743.43,BNBUSDT,1h,cryptocompare
2026-01-07 20:00:00+00:00,897.13,898.02,893.97,896.03,2068809.19,BNBUSDT,1h,cryptocompare
2026-01-07 21:00:00+00:00,896.03,898.46,895.66,897.83,1589266.2,BNBUSDT,1h,cryptocompare
2026-01-07 22:00:00+00:00,897.83,900.33,896.38,897.97,1829648.8,BNBUSDT,1h,cryptocompare
2026-01-07 23:00:00+00:00,897.97,901.06,895.33,900.28,4600662.61,BNBUSDT,1h,cryptocompare
2026-01-08 00:00:00+00:00,900.28,902.43,897.03,902.12,4947635.11,BNBUSDT,1h,cryptocompare
2026-01-08 01:00:00+00:00,902.12,904.89,901.0,901.32,3232473.32,BNBUSDT,1h,cryptocompare
2026-01-08 02:00:00+00:00,901.32,902.14,893.69,895.64,5793139.27,BNBUSDT,1h,cryptocompare
2026-01-08 03:00:00+00:00,895.64,898.41,892.45,893.61,3946329.3,BNBUSDT,1h,cryptocompare
2026-01-08 04:00:00+00:00,893.61,896.62,891.46,894.57,4531876.5,BNBUSDT,1h,cryptocompare
2026-01-08 05:00:00+00:00,894.57,897.58,894.26,894.47,3793930.21,BNBUSDT,1h,cryptocompare
2026-01-08 06:00:00+00:00,894.47,895.02,880.37,880.38,22852482.05,BNBUSDT,1h,cryptocompare
2026-01-08 07:00:00+00:00,880.38,885.73,875.22,885.0,17462273.62,BNBUSDT,1h,cryptocompare
2026-01-08 08:00:00+00:00,885.0,887.68,882.81,883.43,7088485.84,BNBUSDT,1h,cryptocompare
2026-01-08 09:00:00+00:00,883.43,885.46,881.13,882.34,5754291.76,BNBUSDT,1h,cryptocompare
2026-01-08 10:00:00+00:00,882.34,887.54,879.22,886.83,7337595.43,BNBUSDT,1h,cryptocompare
2026-01-08 11:00:00+00:00,886.83,887.82,883.97,886.7,6444441.45,BNBUSDT,1h,cryptocompare
2026-01-08 12:00:00+00:00,886.7,886.81,882.18,884.09,7769480.68,BNBUSDT,1h,cryptocompare
2026-01-08 13:00:00+00:00,884.09,886.18,883.42,885.05,4823265.85,BNBUSDT,1h,cryptocompare
2026-01-08 14:00:00+00:00,885.05,885.34,877.69,883.87,12157355.22,BNBUSDT,1h,cryptocompare
2026-01-08 15:00:00+00:00,883.87,889.19,882.02,888.88,7459361.57,BNBUSDT,1h,cryptocompare
2026-01-08 16:00:00+00:00,888.88,890.2,885.67,890.07,6658686.33,BNBUSDT,1h,cryptocompare
2026-01-08 17:00:00+00:00,890.07,891.46,887.85,891.46,5737852.31,BNBUSDT,1h,cryptocompare
2026-01-08 18:00:00+00:00,891.46,891.61,887.48,888.52,4794159.46,BNBUSDT,1h,cryptocompare
2026-01-08 19:00:00+00:00,888.52,890.45,887.17,888.26,2989801.96,BNBUSDT,1h,cryptocompare
2026-01-08 20:00:00+00:00,888.26,891.16,885.28,890.68,4675587.0,BNBUSDT,1h,cryptocompare
2026-01-08 21:00:00+00:00,890.68,892.23,889.59,892.14,3753084.11,BNBUSDT,1h,cryptocompare
2026-01-08 22:00:00+00:00,892.14,894.07,890.27,892.11,2527292.38,BNBUSDT,1h,cryptocompare
2026-01-08 23:00:00+00:00,892.11,894.58,891.89,892.23,2932354.03,BNBUSDT,1h,cryptocompare
2026-01-09 00:00:00+00:00,892.23,894.18,891.91,894.16,2181925.09,BNBUSDT,1h,cryptocompare
2026-01-09 01:00:00+00:00,894.16,896.12,887.96,890.39,7271975.15,BNBUSDT,1h,cryptocompare
2026-01-09 02:00:00+00:00,890.39,893.91,890.08,891.86,3873296.47,BNBUSDT,1h,cryptocompare
2026-01-09 03:00:00+00:00,891.86,896.46,891.36,895.73,4847633.78,BNBUSDT,1h,cryptocompare
2026-01-09 04:00:00+00:00,895.73,896.61,894.59,895.77,3135991.86,BNBUSDT,1h,cryptocompare
2026-01-09 05:00:00+00:00,895.77,898.21,895.69,898.19,2904980.08,BNBUSDT,1h,cryptocompare
2026-01-09 06:00:00+00:00,898.19,898.94,895.56,896.61,3129513.74,BNBUSDT,1h,cryptocompare
2026-01-09 07:00:00+00:00,896.61,896.61,893.64,893.64,2783145.58,BNBUSDT,1h,cryptocompare
2026-01-09 08:00:00+00:00,893.64,894.44,886.18,889.8,7555507.25,BNBUSDT,1h,cryptocompare
2026-01-09 09:00:00+00:00,889.8,891.66,888.02,888.36,4813547.83,BNBUSDT,1h,cryptocompare
2026-01-09 10:00:00+00:00,888.36,890.44,887.69,890.19,2398425.53,BNBUSDT,1h,cryptocompare
2026-01-09 11:00:00+00:00,890.19,891.8,889.41,889.6,3038508.34,BNBUSDT,1h,cryptocompare
2026-01-09 12:00:00+00:00,889.6,890.31,887.94,889.27,3074138.61,BNBUSDT,1h,cryptocompare
2026-01-09 13:00:00+00:00,889.27,893.55,887.95,890.51,7593733.52,BNBUSDT,1h,cryptocompare
2026-01-09 14:00:00+00:00,890.51,890.51,885.99,887.52,7983344.88,BNBUSDT,1h,cryptocompare
2026-01-09 15:00:00+00:00,887.52,900.16,885.29,894.68,12074658.68,BNBUSDT,1h,cryptocompare
2026-01-09 16:00:00+00:00,894.68,901.01,894.67,899.04,6571621.9,BNBUSDT,1h,cryptocompare
2026-01-09 17:00:00+00:00,899.04,899.74,895.43,898.9,5022160.17,BNBUSDT,1h,cryptocompare
2026-01-09 18:00:00+00:00,898.9,899.71,891.57,895.54,4067784.54,BNBUSDT,1h,cryptocompare
2026-01-09 19:00:00+00:00,895.54,895.55,890.95,893.36,2463737.27,BNBUSDT,1h,cryptocompare
2026-01-09 20:00:00+00:00,893.36,895.99,892.71,893.12,1726773.51,BNBUSDT,1h,cryptocompare
2026-01-09 21:00:00+00:00,893.12,896.32,891.92,896.28,2301315.82,BNBUSDT,1h,cryptocompare
2026-01-09 22:00:00+00:00,896.28,897.01,894.45,896.5,2524402.64,BNBUSDT,1h,cryptocompare
2026-01-09 23:00:00+00:00,896.5,898.2,896.2,896.8,1893365.0,BNBUSDT,1h,cryptocompare
2026-01-10 00:00:00+00:00,896.8,899.62,896.75,897.84,2439660.87,BNBUSDT,1h,cryptocompare
2026-01-10 01:00:00+00:00,897.84,900.03,897.66,899.38,2620070.06,BNBUSDT,1h,cryptocompare
2026-01-10 02:00:00+00:00,899.38,901.24,898.95,900.03,4000426.01,BNBUSDT,1h,cryptocompare
2026-01-10 03:00:00+00:00,900.03,908.02,898.94,907.34,14517695.97,BNBUSDT,1h,cryptocompare
2026-01-10 04:00:00+00:00,907.34,908.68,903.12,906.31,8074742.63,BNBUSDT,1h,cryptocompare
2026-01-10 05:00:00+00:00,906.31,910.26,905.24,907.36,7129046.53,BNBUSDT,1h,cryptocompare
2026-01-10 06:00:00+00:00,907.36,909.56,905.85,906.26,4993993.07,BNBUSDT,1h,cryptocompare
2026-01-10 07:00:00+00:00,906.26,908.68,905.24,905.41,4354741.82,BNBUSDT,1h,cryptocompare
2026-01-10 08:00:00+00:00,905.41,906.42,902.73,903.84,5806016.5,BNBUSDT,1h,cryptocompare
2026-01-10 09:00:00+00:00,903.84,903.96,899.04,900.94,8901453.78,BNBUSDT,1h,cryptocompare
2026-01-10 10:00:00+00:00,900.94,903.13,900.24,902.72,6238641.1,BNBUSDT,1h,cryptocompare
2026-01-10 11:00:00+00:00,902.72,902.72,900.49,900.49,3971563.45,BNBUSDT,1h,cryptocompare
2026-01-10 12:00:00+00:00,900.49,900.8,899.44,899.67,5421217.42,BNBUSDT,1h,cryptocompare
2026-01-10 13:00:00+00:00,899.67,903.18,899.23,902.76,3855895.4,BNBUSDT,1h,cryptocompare
2026-01-10 14:00:00+00:00,902.76,905.94,901.52,905.03,5878537.52,BNBUSDT,1h,cryptocompare
2026-01-10 15:00:00+00:00,905.03,910.8,904.3,908.78,11198565.65,BNBUSDT,1h,cryptocompare
2026-01-10 16:00:00+00:00,908.78,909.69,906.93,909.41,8786860.1,BNBUSDT,1h,cryptocompare
2026-01-10 17:00:00+00:00,909.41,910.59,907.6,908.06,5927478.76,BNBUSDT,1h,cryptocompare
2026-01-10 18:00:00+00:00,908.06,913.38,908.06,912.22,7328654.55,BNBUSDT,1h,cryptocompare
2026-01-10 19:00:00+00:00,912.22,915.85,911.5,913.99,8840771.59,BNBUSDT,1h,cryptocompare
2026-01-10 20:00:00+00:00,913.99,915.95,909.38,909.54,6238917.17,BNBUSDT,1h,cryptocompare
2026-01-10 21:00:00+00:00,909.54,909.91,903.39,904.53,6832219.6,BNBUSDT,1h,cryptocompare
2026-01-10 22:00:00+00:00,904.53,904.88,902.27,903.5,4642353.65,BNBUSDT,1h,cryptocompare
2026-01-10 23:00:00+00:00,903.5,908.11,903.44,907.95,3096936.36,BNBUSDT,1h,cryptocompare
2026-01-11 00:00:00+00:00,907.95,909.33,905.27,906.24,3351767.07,BNBUSDT,1h,cryptocompare
2026-01-11 01:00:00+00:00,906.24,908.43,904.28,908.06,3414115.69,BNBUSDT,1h,cryptocompare
